Voltage (V),Current (A),Temperature (°C),Charge Cycles,Discharge Cycles,Avg. Charge Rate,Avg. Discharge Rate,Time Elapsed (hrs),SOH (%)
3.7579354677234638,1.6390924888607543,27.762930014969744,782,773,1.4496141183079965,1.1891919088116891,1213.0089608545122,85.52756496869986
3.765728548347323,0.9687922493700795,31.482285815880324,909,903,1.225298456136289,1.3161081578131397,1674.1138325106288,84.64282564923998
3.719772273077838,1.655579020337259,31.26401966889379,1312,1305,1.1217874376141528,1.0976768981305978,1057.127668868284,77.12996041610484
3.783871428833399,1.553576161936129,27.828561789475852,547,539,0.9157943616748498,1.0711184168059535,925.4117846322532,88.97187491155421
3.8404050856814536,1.6870119544933888,20.264828179647782,364,360,1.4058447500819373,1.53026669774507,223.50523252257474,93.69037644497398
3.9886185901210527,1.8200596762924768,29.025059518198375,424,419,0.9905864366174333,1.277278309934616,804.0666804675135,93.38717956838552
3.8174577812831836,1.4571351081636086,24.91063371740337,315,314,1.2915426302094914,1.3052597354561828,518.4518500774218,97.09651022998517
3.825755039072276,1.873676471094024,24.395638659586645,706,705,1.1586115952826124,1.1337040888572236,1199.763155837824,86.34997585046959
3.7925554084233832,1.233179863832086,26.550009287032545,337,336,1.3305370984647908,1.2581715426594333,371.9667539125387,94.72304170031254
3.6081228784700956,1.2162785638883344,34.13441188953418,465,458,1.5131208228124162,1.2822333463539228,813.5127652733946,92.6619231543755
3.797348612455078,1.6286316570406623,24.444343824981715,1388,1379,1.0015823738091105,1.0832814944157623,1479.3737810025627,72.37385130708088
3.8060230209941026,1.389369736408446,25.562938919327983,990,984,0.9759538147766744,1.4916360226639922,1900.9173633064213,80.35805416501144
4.046324211248528,1.5784897693856907,33.53386899300865,996,996,1.2797250753749492,1.2490497840401378,800.9825093858755,81.11210340190483
3.7807639035218874,2.0978946359533475,26.17176654923872,670,669,1.4410449533380898,1.1860497480150067,471.2068385641745,87.99013047109008
3.830154734233361,1.6180485220511927,24.363999977615205,318,313,1.1376674206871644,1.1119142823108077,294.97283444526363,95.47407865773049
3.7965288230294756,1.563650861659236,34.04418214776815,776,769,1.196802013381182,1.2597728229436747,961.6743140824658,85.06962712821132
3.6831321962380468,1.2392338864044459,29.352672394216363,193,187,0.9206883858607745,1.1988070692613064,328.2770496026506,98.0912043280094
3.9142822814515017,0.9900060580126961,30.32669963856907,407,398,1.404718617421385,1.3347362059401784,452.14639959021775,92.00647575721808
3.875193303268677,1.4782360154179468,28.880661045144187,1090,1088,1.2130804827831594,1.5826270810438867,890.8098031277034,81.65950674177438
3.8791031947043044,1.8200610739824588,32.11654305322801,1021,1014,1.3988190946459673,1.4139930051734686,1126.316202620801,81.04837685928435
3.7090612545205257,1.4031185978817977,33.42736480742021,1214,1205,1.258515341254126,1.315402000015333,1495.9192900759533,80.15564376775555
3.9402794310936096,1.6204387497616106,29.385067127934626,1179,1176,1.1667744489298073,1.227435202226953,1307.634995978397,78.72334311699281
3.659814893720772,1.9279491818155747,22.509267936292172,688,683,1.403472496916414,1.4466696964246049,919.1236886918465,90.47992554480984
3.8586857093800266,1.920454893969108,31.48740689766835,683,682,1.234826747674007,1.0979990793970926,819.6609970475237,84.94650843787137
4.019045562580998,1.6286447662805348,28.299968765482596,115,112,0.9376254895141375,1.202128174194451,100.07587830989756,98.12682583918364
3.700946367486931,1.5510319435972029,34.28642388519229,1210,1210,1.3726497670155462,1.2681817752909055,1866.6114409453369,80.2752666723889
3.7433702270397227,1.0444100852990772,25.52194564437134,1077,1077,1.4788402032376027,1.1548261016095056,1115.8083210591865,79.95393259217792
3.809965136508764,1.310941606746918,28.42802672329588,1432,1428,1.0546248895122652,1.2687903452461335,2729.7516024902566,76.7361554639276
3.7496524345883797,1.415773257594578,22.590665746084284,641,634,1.1835553769338167,0.9564493737063375,439.92904920827516,87.59208062522447
3.6449336568933868,1.2443005165697545,33.91577770204088,309,307,1.6018745115915554,1.3432277036812885,162.36478598353608,92.62522334867886
3.8068562974806026,1.5745359788858293,36.12674896046691,117,117,1.1338421758635235,1.9468888054061735,137.1185543263539,98.05656880196034
3.6937696286273893,2.0734944550458305,27.560011221076756,906,904,0.9903703094389346,1.3705138929645067,893.1881772766543,83.76051898255615
3.847359243063518,1.955328477798485,29.029590931815576,1111,1110,1.081771701951057,1.3323520853232056,770.2147579710371,80.45249349367108
3.7080575765766195,1.5731639585493622,25.95160427383263,137,129,1.142436124143565,1.0694316475313346,241.6399180952013,96.64941910957933
3.9549934405017537,1.7338302216074486,26.433728516626108,1477,1472,1.4283950912325274,1.120068703210738,1385.822123602945,73.53601773726238
3.721674670766376,1.2814187053931643,33.467803535661886,318,313,1.1141546620685232,1.1386887056343205,168.56074150943766,93.28341663826214
3.767793848379432,1.9392268052006405,27.47924183398889,1385,1381,1.3558077341865264,1.085965713351715,2664.4618944887266,76.88519349523716
3.8813517217369666,1.0314100212164459,32.37574968933384,466,464,1.2715642159455292,1.40727304144883,351.7822483248252,93.86487768990608
3.6769135683566043,1.7738484483258488,29.923849798276876,997,988,1.2127150675718494,1.1892009367221783,1531.6943049856532,80.4518733990643
3.822745993460413,1.6486769130599324,33.752811595961944,887,881,1.2034016297068324,1.20921201044757,1271.900541786738,83.61338863292332
3.9307142754282425,1.2732421839736727,28.038008176673667,1236,1228,0.7487968431198007,1.7666144003467659,2399.361650891449,79.01024835571766
3.639251676543877,1.4373639729786187,35.42654790591249,1466,1459,1.3004773848379965,1.186878614750375,2645.2195065833885,75.40433957726725
3.81846338585323,1.1597241890531822,39.37725338402989,210,206,1.4318531103344014,1.4493118391040287,171.8202848932282,96.39087761633756
3.825988279424842,1.1725079856593303,21.498250893228693,1091,1088,1.0813846754648975,1.4031885082384183,802.8916165580941,80.59114896184799
3.8781822871777307,1.022683799812821,29.53915334844565,660,657,1.4376209122958077,1.5240352127235097,1279.4560426096923,88.71981932250159
3.6763049289121916,1.7302541706602135,29.53608931448501,960,960,1.117701262571725,1.32141795736255,1759.4513503223704,82.76148926536915
3.667954338691572,1.8616034908280041,26.42143526501852,1352,1351,1.1848299911579943,1.417181310054021,2021.4071057440208,77.18381099858857
3.8521941565616897,0.8514576408559722,32.03753877073511,1385,1382,1.2502976275999098,1.078366441314236,923.7317237494066,73.67175085143478
3.8296984673233183,2.051491654845452,35.602986157094925,641,638,1.4744595526620694,1.2452989184717593,1201.8264019594274,87.64708258411922
3.8250492850345874,1.4963975290089482,20.129903658759304,835,826,0.817585445496153,1.3510777451336629,756.7905637694448,86.46878085416203
3.8346448209496975,1.5869559614630515,19.751578824808078,175,175,1.337754086236343,1.7451411041417224,166.59971502020952,100.0
3.7319975278421507,1.058276149324477,38.287142795395454,127,124,1.2629160950039795,1.2574821743478561,162.05603343275047,98.03173804963937
3.8232253697161003,1.8962477250494594,28.801984562257225,1377,1374,1.3187044602209366,1.3280564540183042,1838.5634707842896,75.70584690663723
3.829307247329868,1.5600750279500502,30.447285736961526,962,955,1.1780500183455698,1.2784212167587607,614.2525399778468,83.93974428488231
3.728564858197363,1.8416478719313898,24.657646223330598,1179,1179,1.1374072011921796,1.7068336317586428,1741.3230716970056,78.21449691862811
3.9865774511144756,1.866257496194323,30.221658801906404,1430,1430,1.6148811951305215,1.451329753366193,1380.9677158944698,74.14252303900463
3.8473832920911786,1.900462326816381,36.84437719770213,165,163,1.0763630406070115,1.350096317397653,302.1593590351295,95.58188280274454
3.680869650279735,1.3055157672443392,32.482121755242225,284,280,1.2043788819728676,1.1680368364383933,539.2294399416086,96.08263222636234
3.865655360863383,1.4376113976320386,30.963721828358974,656,656,1.610870342820194,1.3774518688449524,1234.0624411199897,89.26518903577502
3.7025318329772676,1.3164893775811457,21.1500102851976,386,379,1.3918452298109352,1.4131114001035638,387.5584068294924,94.11576981040066
3.878708460374245,1.768528938822385,33.713462222332666,1375,1368,0.8670604055355681,1.2397664880655972,1515.9356775086694,74.80643202188847
3.91585955790074,1.5998667688091222,30.04793442388283,1086,1082,0.97016365429108,1.085580576357132,1037.62914991118,81.73414052651233
3.7179317681648287,1.8207434592039713,26.960017249041577,1219,1217,1.3997676342354413,1.0794013083412368,703.6708550354947,76.53335942480848
3.896337612924432,1.8338216409171697,33.21254253011231,121,117,1.2170624491320252,1.107737653799024,89.47995067361485,97.83232006803885
3.8412780926936496,0.9818221527183276,25.76072066561212,1056,1050,1.7132466306679301,1.3989880031475073,1906.465206666992,80.27654453226894
3.882206015999449,1.9052310391661618,32.80386637505432,1267,1266,1.23997946626053,1.62737029645454,1933.5247120823706,76.3451566391908
3.9896792982653944,1.7852582873297151,36.084429369161285,1000,998,1.353759360241077,1.5649666497696517,980.9479509284522,80.97290460211296
3.7754611883997127,1.3892325350443508,30.77107229034082,784,783,1.2799271057822847,1.4822249734099895,1026.8941879958577,84.20498465731043
3.724626383564251,1.6049378299588886,27.880027027923756,307,298,1.4585998636539312,1.4657027988635598,266.17160777346976,92.78272499333825
3.7110485570374476,1.4628991285251889,27.139242642725115,855,846,1.63371914262415,1.365637649217951,1295.014549975159,83.68631897199468
3.718418971503456,1.6848167035893529,31.913426718688797,1193,1187,1.2650323353404294,1.346272851803632,2338.93562699187,77.97999012026088
3.7922898290585896,1.388581085788537,27.83985720378681,1253,1249,1.5167560151576027,1.2081835176993336,830.9052898791639,77.86807145659358
3.834115197481664,1.6436781723507323,41.832449514202935,640,639,1.353601362062217,1.3198931747085496,496.53400182540815,88.89760296792612
3.8276690799330018,1.5201915913978057,22.9244186568171,1167,1158,1.2614464909270104,1.4079548190984112,2218.021655579784,77.28570341892025
3.8827183249036024,1.3703418289514084,29.3511893320755,1147,1144,1.2154702295605322,1.2927706879665022,964.4723129724363,79.55634866927403
3.8013001891877907,1.5570408734706176,31.36285689719319,909,904,0.9530864724927779,0.8444685018196094,1057.5800049380111,83.48192006749704
3.9453534077157313,2.3119408720466272,30.76758657558459,624,616,1.5630918616105305,1.1400991025220322,559.6373720346202,88.95962315109449
3.773534316676204,1.2943390110522954,27.196233035018736,982,982,1.2271980714186737,1.349927977496024,1663.3627063363383,80.00141086454016
4.072016916658962,1.4250169226215292,36.16131271273593,206,201,1.005969685059161,1.2654960819821728,148.08870428706524,99.13311700810594
3.8625667347765003,1.2995662801100907,33.33426450321504,111,106,1.0968995131607466,1.465709507266843,198.9771135147134,97.98971491630451
3.7142842443583715,1.331035084341725,33.698934565085096,126,126,0.9844951749833408,1.1350036786266446,241.37524785310436,94.86045122420963
3.6929107501938887,1.7447323060156075,26.6603713181089,340,337,1.3206763977310527,1.364340623493683,601.3920299668027,93.00064430823225
3.8482472415243185,1.7147647378908204,27.986312822451495,269,269,1.5025519702908097,1.5460238207714452,304.86780589434443,95.22453712655785
3.7776537214674146,1.498240949003607,32.44124759769495,1340,1333,1.0753329445857567,1.294281981702516,913.1612165526079,78.94349448652719
3.871400049409209,1.8078889755807337,24.49747296595927,348,348,0.9795503862312918,1.2622611649854898,180.33462491582887,92.68100470780738
3.8473237624573544,1.738032988648293,33.32783000868295,366,361,0.7705591847475516,1.5040234939988892,677.5059819645128,94.08273072630887
3.7927171087343123,1.4512997441921358,29.495247524278952,887,882,0.9834993779945171,1.0478157253819795,1760.1480160574406,85.84712778088988
3.7153206281931594,1.0398405774617383,35.322978067593866,675,667,0.9675141040535111,1.2284460043493604,1201.7564424765162,88.34715968160201
3.6485152775314136,1.7489349023847007,27.861902178359955,860,854,1.5726284020981867,0.9908308683199345,434.7076725658531,84.77088361306961
3.7553485047932975,1.5508993863005924,39.07088695163632,528,525,0.8993233440181048,1.2843177089940156,325.94674217680546,91.41493260614962
3.8856398794323472,1.5066670391101775,32.05251526584262,1392,1385,1.3039627323610308,1.5079090179902495,2186.142357625458,75.5016271360819
3.82140937441302,1.3601855939970853,32.602159949382475,532,523,1.2789930373686265,1.28554074127319,839.1377030114586,89.86902375406451
3.675426122128801,1.7233946847348949,26.537143453540462,1183,1183,1.1822813853591396,1.0704724830714911,2218.587011255793,79.18856004574623
3.817318092585118,1.6045488757285502,31.266701547625125,1355,1351,1.1194330222916227,1.5117254157559437,2134.772984535145,73.71946630958396
3.8385317379728834,1.428951587159311,27.25383433976093,213,204,1.5612892381747563,1.3673808287488138,190.84915261763732,96.85270449688643
3.7116142563798866,1.1323636358343265,22.298249840904838,737,731,1.2765199362188129,1.1543533899106806,1456.83552790998,85.01757836984002
3.8153725105945524,1.8203787305640229,29.02172960784135,262,261,0.9235888500077749,1.475913538432827,171.28687669337927,95.8616765202368
3.8058208718446,1.681471566946763,35.814086600562774,1423,1416,1.1347787878279525,1.3785450868592566,1634.212057426085,76.22093361135046
3.6857029702169375,1.5766208699836788,29.679398506914946,895,890,1.1766866534969984,1.6247539235502702,706.8790453296078,79.54035350002286
3.835778736034828,0.7029678014658007,28.52927601431783,621,620,1.0654778455707479,1.2781823349482968,856.0668267931379,90.371652640888
3.8560784526368233,1.488631722865182,28.462913464169475,1464,1455,1.210694259021116,1.4596424764262457,1139.8749295231805,74.83486088445633
3.9083051243175273,1.427638888957301,41.20791473941933,1358,1353,1.3671533825076152,0.9175847094133739,1620.7538411496937,76.74299384966842
3.9053802052034903,1.314451294483698,33.04211088084872,1315,1314,1.234456441490319,1.068295860436339,1891.1644864790662,78.11504139639102
3.6622330632042908,1.7262705835692853,22.049970291251455,863,858,1.3357053530315828,1.2317063381192053,837.872737211272,85.84134277458514
3.7062174960084877,1.7144580102501832,27.2842719120433,743,734,1.31359830403117,1.3643680741482578,1198.3384431329014,86.78432975726164
3.8515035267208657,1.6310474151577163,27.99591379099655,1485,1483,1.356249940376773,1.2618764999371241,2513.5880412360884,74.67604320293391
3.8513785950912207,1.8113672744303229,26.39396466235978,846,846,1.5031744619926264,1.2145848127571142,778.5880697412155,86.03807814792668
3.8515047686306048,1.1933104457898471,30.3217832471995,1156,1152,1.046869326788641,1.2871888282052586,2030.8844393204977,82.29620617424283
4.1852731490654715,1.363903782969208,27.130529023854095,301,301,0.8630293324737897,1.434600477401083,569.7980247108256,92.8348618501823
3.8570890510693165,1.5224376789557417,27.43623211017708,605,599,1.336558727237837,1.2377953923496714,721.6585769129534,89.88073686959915
3.9135565640180596,1.3133993942316255,30.767593618128632,671,665,1.6104890220755734,1.2731564038878,661.2833156352368,86.56872810352952
3.89540017634932,1.7181507665110627,22.296389061469526,960,960,1.2268300698435652,1.385639676931487,540.0755955836821,82.27997537634201
3.86513912513058,1.3433397455604914,19.24464425340216,542,540,0.985450823645343,1.7102415611287796,457.1327979687724,88.37150139776541
3.7684730755359652,1.8895110013340264,36.21410948866189,433,425,1.2916320208042276,1.2142250370784422,491.8244832698352,91.04071856529168
3.8758969220493267,1.2206521794749432,34.18614350471607,1477,1474,0.8763903014113426,1.566286804285054,1384.6422658155604,75.70001969761366
